id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
20678,41,admin.,married,university.degree,no,yes,no,cellular,aug,wed,206,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
35214,34,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,406,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
32046,36,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,490,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
3728,48,unknown,married,basic.4y,unknown,no,no,telephone,may,fri,344,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
40012,35,management,married,university.degree,no,yes,yes,telephone,jul,thu,165,1,999,1,failure,-1.7,94.215,-40.3,0.782,4991.6,0
2665,39,technician,married,professional.course,no,no,no,telephone,may,wed,151,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
31710,42,blue-collar,single,basic.4y,no,no,no,cellular,may,thu,128,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
7765,42,technician,married,professional.course,unknown,no,no,telephone,jun,mon,119,9,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
36154,25,admin.,single,university.degree,no,no,no,cellular,may,wed,114,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
17258,43,technician,married,professional.course,no,no,no,cellular,jul,fri,161,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
25199,41,blue-collar,divorced,basic.9y,no,yes,no,telephone,nov,tue,32,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
16033,46,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,152,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
23179,32,technician,single,high.school,no,no,no,cellular,aug,tue,162,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
13212,44,unemployed,married,basic.9y,unknown,no,no,cellular,jul,wed,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
26589,34,management,divorced,university.degree,no,yes,yes,cellular,nov,thu,1258,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1
33689,34,admin.,married,university.degree,no,no,no,cellular,may,wed,329,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
6577,53,technician,divorced,university.degree,no,yes,no,telephone,may,wed,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
17869,44,student,single,unknown,unknown,no,yes,cellular,jul,tue,113,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
25254,44,technician,married,high.school,no,no,no,cellular,nov,tue,231,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
29542,41,admin.,married,high.school,no,yes,yes,cellular,apr,mon,254,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
10387,36,admin.,single,university.degree,no,yes,no,telephone,jun,mon,99,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
32412,34,admin.,married,university.degree,no,yes,no,cellular,may,fri,198,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
20893,45,self-employed,married,basic.9y,unknown,yes,no,cellular,aug,thu,167,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
38327,85,housemaid,divorced,basic.4y,unknown,yes,no,telephone,oct,fri,181,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0
29761,51,blue-collar,divorced,basic.4y,no,no,yes,cellular,apr,mon,16,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
19353,44,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,438,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
4651,32,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,18,28,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
17736,55,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,tue,122,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
33823,55,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,18,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
17451,46,admin.,divorced,university.degree,no,yes,no,telephone,jul,mon,59,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33746,24,technician,married,professional.course,no,no,yes,cellular,may,wed,167,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
22052,48,services,married,high.school,no,no,no,cellular,aug,wed,133,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
36411,33,admin.,single,university.degree,no,yes,no,cellular,jun,tue,251,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
20936,31,admin.,single,university.degree,unknown,no,no,cellular,aug,thu,69,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
40836,30,student,single,professional.course,no,yes,no,telephone,sep,mon,379,3,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,0
15844,48,blue-collar,married,basic.6y,unknown,yes,yes,cellular,jul,mon,250,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
29654,33,blue-collar,married,high.school,no,unknown,unknown,cellular,apr,mon,19,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
25150,49,admin.,married,university.degree,no,no,no,cellular,nov,tue,163,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0
9717,34,management,single,high.school,no,yes,no,telephone,jun,mon,220,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
28588,67,retired,married,professional.course,no,yes,no,cellular,apr,wed,140,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1
40052,21,student,single,basic.9y,no,yes,yes,telephone,jul,tue,295,1,999,0,nonexistent,-1.7,94.215,-40.3,0.797,4991.6,0
28844,44,entrepreneur,divorced,university.degree,no,yes,no,cellular,apr,thu,580,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
29888,54,management,married,university.degree,unknown,no,no,cellular,apr,mon,138,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
5031,36,technician,married,professional.course,no,no,no,telephone,may,wed,142,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
38350,38,technician,married,university.degree,no,no,no,cellular,oct,fri,156,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,1
23252,40,technician,married,professional.course,no,yes,no,cellular,aug,wed,609,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1
27695,30,management,married,university.degree,no,yes,no,telephone,mar,mon,213,7,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,0
13966,35,admin.,single,university.degree,no,no,no,cellular,jul,fri,330,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
28614,30,admin.,married,university.degree,no,no,no,cellular,apr,wed,520,3,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,0
25704,32,services,married,high.school,no,yes,no,cellular,nov,wed,74,1,5,1,success,-0.1,93.2,-42.0,4.12,5195.8,0
26858,33,admin.,married,university.degree,no,unknown,unknown,cellular,nov,thu,470,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
1750,39,technician,divorced,professional.course,no,yes,no,telephone,may,fri,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
12669,39,services,married,basic.9y,no,yes,no,telephone,jul,mon,543,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
24957,51,services,divorced,high.school,no,no,no,cellular,nov,tue,119,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0
30820,40,blue-collar,married,basic.9y,unknown,no,no,cellular,may,tue,335,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
22880,59,retired,married,basic.9y,no,no,no,cellular,aug,mon,105,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
36810,36,self-employed,single,university.degree,no,no,no,cellular,jun,mon,177,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
23910,51,unknown,married,unknown,unknown,yes,no,cellular,aug,fri,165,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
7722,47,technician,married,professional.course,no,no,no,telephone,may,fri,135,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
38128,70,retired,divorced,university.degree,no,yes,no,cellular,sep,fri,692,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,1
21229,36,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,280,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
27931,73,retired,married,university.degree,no,yes,no,cellular,mar,fri,179,1,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1
16486,26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,182,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
3382,53,technician,married,professional.course,unknown,yes,no,telephone,may,thu,920,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1
33417,48,management,married,basic.9y,no,yes,yes,cellular,may,tue,955,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1
30621,29,admin.,married,university.degree,unknown,yes,no,cellular,may,mon,11,4,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,0
12301,26,admin.,single,high.school,no,no,yes,telephone,jul,fri,634,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
17682,57,retired,married,high.school,no,no,no,cellular,jul,tue,193,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
29243,36,technician,married,professional.course,no,yes,no,cellular,apr,fri,17,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
2691,50,admin.,married,high.school,unknown,yes,no,telephone,may,wed,146,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
9694,30,blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,17,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
26878,56,services,married,high.school,no,no,no,telephone,nov,thu,871,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1
33284,31,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,365,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
36968,38,technician,single,university.degree,no,yes,no,cellular,jul,thu,98,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,0
29828,37,blue-collar,married,basic.4y,unknown,yes,yes,cellular,apr,mon,17,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
16791,54,services,married,high.school,unknown,no,no,telephone,jul,thu,105,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
24645,57,retired,married,university.degree,no,yes,yes,cellular,nov,mon,1132,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1
21594,32,management,married,university.degree,no,yes,no,cellular,aug,tue,377,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
7899,47,admin.,married,professional.course,no,no,no,telephone,jun,mon,317,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
25078,35,services,married,basic.9y,no,no,no,cellular,nov,tue,281,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
34237,29,services,single,high.school,no,yes,no,cellular,may,thu,164,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
11038,44,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,wed,127,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
38856,30,blue-collar,single,high.school,no,unknown,unknown,cellular,nov,mon,235,5,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1
29647,19,student,single,unknown,no,yes,no,cellular,apr,mon,159,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
21277,41,technician,married,high.school,no,yes,yes,telephone,aug,mon,212,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
12666,42,management,divorced,university.degree,unknown,no,no,cellular,jul,mon,255,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
25774,52,management,married,university.degree,no,yes,no,cellular,nov,wed,50,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
2930,33,admin.,married,high.school,no,yes,yes,telephone,may,wed,1044,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
39453,74,retired,married,university.degree,no,no,no,cellular,apr,thu,200,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,1
37667,20,student,single,high.school,no,yes,no,cellular,aug,tue,532,1,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,1
40816,28,management,single,university.degree,no,no,no,cellular,sep,fri,133,4,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,0
1855,56,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,116,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
18362,30,admin.,single,high.school,no,no,no,cellular,jul,thu,160,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
7022,42,management,married,university.degree,unknown,no,no,telephone,may,thu,329,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
32663,36,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,8,6,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
5362,35,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,25,14,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
21482,30,admin.,married,university.degree,no,no,no,cellular,aug,tue,111,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
17778,38,services,married,high.school,no,yes,no,cellular,jul,tue,55,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
4721,55,technician,married,basic.9y,unknown,yes,no,telephone,may,wed,958,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1
40677,38,technician,single,professional.course,no,no,no,cellular,sep,thu,430,4,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1
21905,44,technician,single,professional.course,no,yes,no,cellular,aug,wed,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
37980,25,blue-collar,single,basic.9y,no,no,no,cellular,sep,mon,92,1,999,2,failure,-3.4,92.379,-29.8,0.797,5017.5,0
8636,41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,38,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
37940,59,management,married,university.degree,no,yes,no,cellular,sep,fri,328,2,3,1,success,-3.4,92.379,-29.8,0.803,5017.5,1
31988,46,management,married,university.degree,no,yes,yes,cellular,may,thu,84,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
11858,37,admin.,married,high.school,no,yes,no,telephone,jun,fri,14,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
12753,30,admin.,divorced,high.school,no,yes,no,telephone,jul,tue,58,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
40829,31,admin.,single,high.school,no,no,no,cellular,sep,mon,262,5,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,1
5140,37,management,single,university.degree,no,yes,no,telephone,may,fri,415,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
33552,46,admin.,married,basic.9y,unknown,no,no,cellular,may,tue,349,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
11271,59,retired,married,unknown,unknown,yes,no,telephone,jun,thu,235,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
22077,34,technician,married,high.school,no,yes,no,cellular,aug,wed,99,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
8432,36,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,tue,11,18,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
2567,44,blue-collar,married,unknown,no,no,yes,telephone,may,tue,431,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4473,40,admin.,single,university.degree,no,no,no,telephone,may,tue,145,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
25926,37,admin.,single,university.degree,no,yes,no,cellular,nov,wed,250,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
18576,31,admin.,single,university.degree,no,no,no,cellular,jul,thu,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
28960,36,self-employed,married,basic.9y,no,yes,no,cellular,apr,fri,313,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
8182,41,blue-collar,married,basic.6y,no,unknown,unknown,telephone,jun,tue,202,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
28545,25,student,single,high.school,no,yes,yes,cellular,apr,wed,82,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1
18108,33,management,single,university.degree,no,yes,no,cellular,jul,wed,65,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
24847,40,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,181,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0
36275,30,technician,single,basic.9y,no,no,no,cellular,jun,mon,93,1,12,1,success,-2.9,92.963,-40.8,1.266,5076.2,0
13884,33,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,439,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34559,23,admin.,single,high.school,no,no,no,cellular,may,thu,22,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
8178,38,admin.,married,high.school,no,no,no,telephone,jun,tue,147,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
14834,29,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,243,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
10438,24,services,single,high.school,no,yes,no,telephone,jun,mon,341,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
23894,45,management,married,university.degree,no,yes,yes,cellular,aug,fri,186,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
6440,31,management,divorced,basic.6y,no,no,no,telephone,may,wed,198,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
2114,36,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,379,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
15916,35,services,divorced,high.school,unknown,yes,no,cellular,jul,mon,274,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
26166,36,admin.,single,university.degree,no,no,no,cellular,nov,wed,102,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
14756,24,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,wed,349,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1
24711,30,services,married,basic.9y,unknown,no,no,cellular,nov,mon,415,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
39891,78,retired,divorced,unknown,no,no,no,cellular,jun,thu,282,4,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,1
11375,44,technician,married,professional.course,no,yes,no,telephone,jun,fri,189,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
3099,37,services,married,professional.course,unknown,no,no,telephone,may,thu,125,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
18463,40,admin.,married,professional.course,no,yes,yes,cellular,jul,thu,203,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
10317,56,services,divorced,basic.4y,no,no,no,telephone,jun,mon,42,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
14613,39,housemaid,single,university.degree,unknown,no,no,telephone,jul,tue,39,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
29045,38,technician,single,high.school,no,yes,no,cellular,apr,fri,183,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
22584,31,technician,married,university.degree,no,no,no,cellular,aug,fri,238,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1908,46,self-employed,married,basic.9y,unknown,yes,no,telephone,may,fri,182,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
26730,42,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,230,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
28375,59,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,thu,125,6,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0
11361,26,technician,single,university.degree,no,no,no,telephone,jun,thu,2635,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
5348,32,admin.,single,university.degree,no,no,no,telephone,may,fri,588,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1
1611,47,blue-collar,single,basic.4y,no,no,no,telephone,may,fri,131,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
12906,54,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,tue,141,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31413,32,technician,single,professional.course,no,yes,no,cellular,may,wed,97,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
5898,32,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
4384,57,blue-collar,married,unknown,unknown,yes,no,telephone,may,tue,473,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
14486,34,services,divorced,high.school,no,yes,no,cellular,jul,tue,317,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
16487,57,admin.,married,basic.9y,no,no,yes,cellular,jul,wed,194,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
8382,36,admin.,married,professional.course,no,yes,no,telephone,jun,tue,129,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
18244,53,technician,married,professional.course,unknown,no,no,telephone,jul,wed,191,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
33422,41,housemaid,married,basic.6y,no,yes,no,cellular,may,tue,223,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
5825,51,entrepreneur,single,unknown,no,yes,no,telephone,may,mon,97,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
32946,36,admin.,married,high.school,no,yes,yes,cellular,may,mon,142,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
25386,35,admin.,single,university.degree,no,no,no,cellular,nov,tue,898,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,1
35868,40,technician,single,professional.course,no,yes,no,cellular,may,fri,320,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0
3839,50,management,single,university.degree,no,no,no,telephone,may,fri,81,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3840,25,admin.,married,high.school,no,yes,no,telephone,may,fri,4,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
22400,42,services,married,high.school,unknown,yes,no,cellular,aug,fri,154,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
38403,30,technician,married,professional.course,no,yes,no,cellular,oct,tue,427,1,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,1
39769,72,retired,single,university.degree,no,no,no,cellular,may,fri,114,3,999,0,nonexistent,-1.8,93.876,-40.0,0.699,5008.7,0
2190,56,admin.,married,basic.9y,unknown,no,no,telephone,may,mon,10,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
15714,46,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,mon,169,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
11364,36,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,thu,318,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
4635,54,management,divorced,basic.6y,unknown,yes,no,telephone,may,wed,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
11886,32,admin.,married,university.degree,no,no,no,telephone,jun,fri,18,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
34611,27,blue-collar,single,basic.9y,no,yes,yes,cellular,may,thu,224,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
14873,28,services,married,high.school,no,yes,no,cellular,jul,wed,350,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
31688,38,blue-collar,divorced,high.school,no,yes,no,cellular,may,thu,272,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
21029,32,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,153,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
17912,55,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,80,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
737,56,retired,married,basic.4y,no,no,no,telephone,may,tue,55,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
34791,36,unemployed,married,basic.9y,unknown,yes,yes,cellular,may,thu,114,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
33927,29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1101,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
30862,34,admin.,married,high.school,no,no,no,cellular,may,tue,295,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
582,30,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,112,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
19708,48,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,96,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
37121,48,management,married,university.degree,no,yes,no,cellular,aug,tue,313,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0
32277,31,blue-collar,single,high.school,no,yes,no,cellular,may,fri,197,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
33526,36,blue-collar,single,university.degree,no,yes,no,cellular,may,tue,85,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
14140,31,housemaid,married,high.school,no,yes,no,cellular,jul,mon,126,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
9189,28,admin.,single,university.degree,no,no,no,telephone,jun,fri,227,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
3455,49,management,married,university.degree,no,no,yes,telephone,may,thu,192,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
24951,43,blue-collar,married,basic.9y,no,no,yes,cellular,nov,tue,84,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
5681,36,technician,married,professional.course,no,no,no,telephone,may,mon,175,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
16025,37,admin.,married,high.school,no,no,yes,cellular,jul,tue,135,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
835,45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,142,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
22195,30,technician,single,professional.course,no,yes,no,cellular,aug,thu,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
37142,34,technician,single,professional.course,no,no,no,cellular,aug,wed,305,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1
